"","top.ns.time_ID..df.1","top.ns.time_ID..df.2","top.ns.time_ID..df.3","top.AveExpr","top.F","top.P.Value","top.adj.P.Val"
"FBgn0053965",1.78158719703299,2.81651478531369,1.06657967287003,2.67794756448103,17.9889981326151,1.8413503639317e-05,0.00267033017108316
"FBgn0003074",0.525436911545782,-0.60843152943232,0.392640031406625,8.88155661558417,17.9652492000031,1.85659362451859e-05,0.00267033017108316
"FBgn0026565",1.00160476379284,1.27784777213472,0.777716618458386,3.30923586467775,17.8982671404379,1.9003530537389e-05,0.0026794246098268
"FBgn0028533",1.39255364626188,2.28735431482018,1.48712355845588,8.17364805055979,17.8908704889468,1.90525570739047e-05,0.0026794246098268
"FBgn0001124",0.434385143054588,-0.247385934011788,0.460804068290243,8.33614081765873,17.6583151517942,2.06686571369989e-05,0.00287476036684611
"FBgn0011770",1.15915757695836,-0.304609581539915,0.871967104051677,6.44387544905837,17.2992740625489,2.34741763403138e-05,0.00322948532542773
"FBgn0034406",0.931087722778109,0.936719707333142,0.31189116038357,5.70608742907361,17.1732234677151,2.45583459498804e-05,0.00330430479345403
"FBgn0035620",2.61370040061473,6.89597825024119,1.34664853413156,3.69800760185028,17.1551541119083,2.47183087157596e-05,0.00330430479345403
"FBgn0023477",1.06661124502853,-0.511657497353241,0.67669276980848,8.59486511733446,17.1458406949641,2.48012131925521e-05,0.00330430479345403
"FBgn0031813",0.793898508019966,1.04311502791436,0.666216832436414,6.78175308754479,16.9460566084611,2.6656810978779e-05,0.00346283438400043
"FBgn0267408",0.905791645894375,0.542519904768083,0.821362198313049,8.87707885552718,16.9435508694098,2.66810510558241e-05,0.00346283438400043
"FBgn0035619",2.07405512132029,5.36677742346678,1.02029416950792,4.14189867708267,16.9300723089093,2.68118645517928e-05,0.00346283438400043
"FBgn0027106",1.31539820781471,0.4524756950972,0.502885311586366,4.55060845365126,16.8744197935876,2.73596476638936e-05,0.00348555534954683
"FBgn0033247",0.280593958759275,-0.353896047399667,0.34891432623095,4.89441961436678,16.8565130861535,2.75385585015946e-05,0.00348555534954683
"FBgn0051300",1.32566253673525,0.706014120766655,0.948785363497816,5.17103943651817,16.7496506746345,2.86338827263358e-05,0.0035883074620518
"FBgn0052483",0.88908466893916,0.859677304555036,-0.191959900262882,4.48027484654222,16.5259072524635,3.10888824596573e-05,0.00385776456168512
"FBgn0031110",0.913546905974421,0.983909608602396,0.116861622398506,4.49007206949037,16.3817286590759,3.27954861628689e-05,0.00403002396469351
